0,0.589,0.218
1,0.468,0.267
2,0.953,0.72
3,0.653,0.218
4,0.237,0.28
5,0.542,0.23
6,0.847,0.757
7,0.168,0.28
8,0.695,0.708
9,0.7,0.745
10,0.532,0.247
11,0.821,0.395
12,0.784,0.424
13,0.779,0.473
14,0.595,0.498
15,0.311,0.424
16,0.479,0.412
17,0.321,0.436
18,0.853,0.786
19,0.9,0.988
20,0.168,0.461
21,0.747,0.498
22,0.984,0.975
23,0.447,0.247
24,0.137,0.272
25,0.611,0.321
26,0.6,0.309
27,0.511,0.272
28,0.674,0.272
29,0.679,0.86
30,0.626,0.309
31,0.058,0.333
32,0.742,0.296
33,0.732,0.811
34,0.711,0.477
35,0.784,0.49
36,0.621,0.514
37,0.253,0.49
38,0.611,0.012
39,0.426,0.037
40,0.805,0.7
41,0.495,0.317
42,0.879,0.897
43,0.579,0.337
44,0.958,0.901
45,0.742,0.362
46,0.716,0.325
47,0.8,0.852
48,0.895,0.852
49,0.8,0.362
50,0.5,0.325
51,0.679,0.169
52,0.253,0.165
53,0.505,0.296
54,0.779,0.276
55,0.7,0.593
56,0.911,0.605
57,0.716,0.63
58,0.784,0.58
59,0.674,0.617
60,0.426,0.568
61,0.395,0.078
62,0.537,0.091
63,0.579,0.72
64,0.621,0.465
65,0.784,0.93
66,1.0,0.905
67,0.332,0.403
68,0.258,0.428
69,0.763,0.403
70,0.7,0.403
71,0.879,0.93
72,0.2,0.403
73,0.774,0.453
74,0.516,0.247
75,0.163,0.379
76,0.374,0.695
77,0.305,0.671
78,0.916,0.658
79,0.937,0.646
80,0.889,0.658
81,0.584,0.272
82,0.474,0.132
83,0.774,0.609
84,0.684,0.695
85,0.616,0.658
86,0.489,0.675
87,0.932,0.679
88,0.716,0.531
89,0.505,0.481
90,0.658,0.481
91,0.437,0.481
92,0.821,0.469
93,0.521,0.494
94,0.468,0.457
95,0.542,0.494
96,0.637,0.444
97,0.711,0.469
98,0.747,0.259
99,0.774,0.675
100,0.468,0.173
101,0.442,0.173
102,0.832,0.675
103,0.042,0.235
104,0.563,0.687
105,0.863,0.835
106,0.668,0.235
107,0.632,0.198
108,0.953,0.675
109,0.489,0.621
110,0.295,0.165
111,0.495,0.008
112,0.563,0.597
113,0.463,0.597
114,0.858,0.51
115,0.811,0.572
116,0.668,0.51
117,0.895,0.584
118,0.237,0.51
119,0.584,0.07
120,0.632,0.082
121,0.458,0.21
122,0.563,0.288
123,0.521,0.255
124,0.911,0.827
125,0.879,0.778
126,0.858,0.815
127,0.684,0.288
128,0.605,0.226
129,0.732,0.79
130,0.747,0.753
131,0.642,0.79
132,0.547,0.251
133,0.563,0.239
134,0.632,0.284
135,0.305,0.14
136,0.326,0.572
137,0.958,0.802
138,0.737,0.613
139,0.884,0.819
140,0.695,0.267
141,0.795,0.519
142,0.774,0.444
143,0.716,0.506
144,0.711,0.444
145,0.495,0.193
146,0.795,0.239
147,0.621,0.276
148,0.516,0.354
149,0.537,0.663
150,0.847,0.638
151,0.821,0.626
152,0.763,0.601
153,0.816,0.613
154,0.816,0.588
155,0.868,0.638
156,0.8,0.65
157,0.853,0.65
158,0.574,0.136
159,0.784,0.383
160,0.126,0.305
161,0.432,0.329
162,0.242,0.379
163,0.784,0.868
164,0.779,0.329
165,0.9,0.868
166,0.732,0.342
167,0.737,0.317
168,0.0,0.354
169,0.537,0.305
170,0.547,0.745
171,0.853,0.667
172,0.689,0.728
173,0.358,0.667
174,0.705,0.642
175,0.442,0.654
176,0.9,0.654
177,0.411,0.165
178,0.753,0.728
179,0.758,0.704
180,0.558,0.728
181,0.447,0.412
182,0.695,0.313
183,0.995,0.802
184,0.647,0.687
185,0.768,0.379
186,0.284,0.395
187,0.684,0.42
188,0.742,0.358
189,0.547,0.407
190,0.263,0.358
191,0.784,0.737
192,0.263,0.276
193,0.653,0.346
194,0.653,0.255
195,0.416,0.267
196,0.747,0.745
197,0.905,0.72
198,0.611,0.267
199,0.979,0.757
200,0.389,0.193
201,0.437,0.206
202,0.516,0.708
203,0.489,0.218
204,0.289,0.449
205,0.705,0.424
206,0.216,0.412
207,0.495,0.412
208,0.458,0.498
209,0.489,0.473
210,0.0,0.436
211,0.779,1.0
212,0.389,0.21
213,0.705,0.111
214,0.405,0.123
215,0.768,0.305
216,0.584,0.823
217,0.379,0.296
218,0.705,0.848
219,0.547,0.284
220,0.705,0.309
221,0.347,0.272
222,0.721,0.296
223,0.4,0.272
224,0.105,0.259
225,0.668,0.333
226,0.658,0.432
227,0.732,0.564
228,0.805,0.551
229,0.216,0.477
230,0.547,0.049
231,0.447,0.0
232,0.305,0.362
233,1.0,0.852
234,0.747,0.362
235,0.879,0.877
236,0.868,0.852
237,0.658,0.362
238,0.653,0.877
239,0.684,0.387
240,0.595,0.387
241,0.605,0.374
242,0.468,0.156
243,0.895,0.63
244,0.4,0.543
245,0.537,0.568
246,0.416,0.63
247,0.484,0.115
248,0.595,0.543
249,0.621,0.568
250,0.868,0.593
251,0.626,0.029
252,0.132,0.165
253,0.689,0.346
254,0.816,0.453
255,0.416,0.416
256,0.6,0.428
257,0.6,0.284
258,0.563,0.379
259,0.942,0.675
260,0.7,0.173
261,0.516,0.263
