0	0	1	0.0716816878396432	1
1	1	2	0.0538020377407445	1
2	2	3	0.0884925292451714	1
3	3	4	0.0602257458736172	1
4	4	5	0.0354788425439065	1
5	5	6	0.0475651777920303	1
6	6	7	0.067995927644335	1
7	7	8	0.0679716227760741	1
8	8	9	0.0355960376330083	1
9	9	10	0.0656051852748782	1
10	10	11	0.0517402420153501	1
11	11	12	0.0398421641948756	1
12	12	13	0.0604303606715597	1
13	13	14	0.0559484011913422	1
14	14	15	0.0610747810651306	1
15	15	16	0.0367264126857984	1
16	16	17	0.0598472394990734	1
17	17	18	0.0767321401850278	1
18	18	19	0.0449080640854702	1
19	19	20	0.0780948746776727	1
20	20	21	0.0247512874250055	1
21	21	22	0.0464116949859859	1
22	22	23	0.0587242880547592	1
23	23	24	0.0470526152488303	1
24	24	25	0.0504210190190037	1
25	25	26	0.0164217724014483	1
26	26	27	0.0205351190600281	1
27	27	28	0.0420227891182629	1
28	28	29	0.0635343214183635	1
29	29	30	0.103613411879675	1
30	30	31	0.0633739310010342	1
31	31	32	0.0717944139107141	1
32	32	33	0.0958898469263844	1
33	33	34	0.0548352542587361	1
34	34	35	0.0473543334881359	1
35	35	36	0.0649702571436994	1
36	36	37	0.0828750913329902	1
37	37	38	0.0257226986900765	1
38	38	39	0.0547072242453329	1
39	39	40	0.0498794635131569	1
40	40	41	0.0838400906532816	1
41	41	42	0.0245587852252533	1
42	42	43	0.0463600598521755	1
43	43	44	0.040632687236444	1
44	44	45	0.014639121655943	1
45	45	46	0	1
46	46	47	0.0218007619309992	1
47	47	48	0.067570412731407	1
48	48	49	0.0473900856862764	1
49	49	50	0.027523817230823	1
50	50	51	0.0793936448682029	1
51	51	52	0.0860603724326741	1
52	52	35	0.0465232688984355	1
53	0	53	0.0801733189895669	1
54	53	54	0.0328369630565647	1
55	54	55	0.0407394905524039	1
56	55	56	0.333924534781214	1
57	0	57	0.0551031428092731	1
58	57	58	0.0570634867489949	1
59	58	59	0.04220243177302	1
60	60	23	0.0349593386077097	1
61	61	60	0.0548658584527674	1
62	62	61	0.0718527437259397	1
63	63	62	0.101266485974861	1
64	64	63	0.0682545967335014	1
65	65	64	0.065265216700642	1
66	66	65	0.0897543849303315	1
67	67	66	0.0857073725597268	1
68	68	67	0.0767323589904555	1
69	69	68	0.0553589159039873	1
70	70	69	0.0289617548455818	1
71	71	70	0.0767323968342958	1
72	72	71	0.0497090238705287	1
73	73	72	0.0797823477615105	1
74	74	73	0.133570853873056	1
75	75	74	0.031926625592272	1
76	76	26	0.0819656150719599	1
77	77	76	0.0560322431630848	1
78	78	77	0.0347900564906806	1
79	79	78	0.0720385386392549	1
80	80	79	0.0475855714272468	1
81	81	80	0.0385432415551864	1
82	82	81	0.0521623441008693	1
83	83	82	0.0675956629354808	1
84	84	83	0.0342680118400513	1
85	85	84	0.0431253149009917	1
86	86	85	0.0326078970283415	1
87	87	26	0.0477300150529556	1
88	88	87	0.0248904248197398	1
89	89	88	0.0604872687856151	1
90	90	89	0.0324975159324639	1
91	91	90	0.0872916971284659	1
92	92	91	0.0681987057268087	1
93	93	92	0.0635776591599653	1
94	94	93	0.115135747371982	1
95	95	94	0.042878344785327	1
96	96	95	0.128999283424246	1
97	97	96	0.0571606273110193	1
98	98	97	0.0700101711778235	1
99	99	98	0.0678844090672121	1
100	100	35	0.0493249134414964	1
101	101	100	0.0671867931810943	1
102	102	101	0.0377634399021877	1
103	103	102	0.0657291494467108	1
104	104	103	0.0453604566640902	1
105	105	104	0.0501828079874465	1
106	106	105	0.0788384544994349	1
107	107	106	0.0817823589987295	1
108	108	107	0.0997704616179167	1
109	109	108	0.0573897494352827	1
110	110	109	0.084384845030314	1
111	44	111	0.102894719393783	1
112	111	112	0.0348506294180781	1
113	112	113	0.0482639077240685	1
114	113	114	0.0522170658102554	1
115	114	115	0.0655816642185264	1
116	115	116	0.0838940489951841	1
117	116	117	0.0638298718534136	1
118	118	119	0.090926820242369	1
119	119	120	0.0268095124003115	1
120	120	121	0.077668842400536	1
121	121	122	0.0697923449562012	1
122	122	123	0.0755172102926413	1
123	123	124	0.0855518257401158	1
124	124	125	0.0887705265674723	1
125	125	126	0.0579787371168653	1
126	126	127	0.149895319892125	1
127	127	128	0.0688400465111863	1
128	128	129	0.0726979042360515	1
129	129	130	0.0707621523111607	1
130	130	131	0.0768560623515967	1
131	50	132	0.0924854901553873	1
132	132	133	0.0524264527068485	1
133	133	134	0.0228783626807439	1
134	134	135	0.0998511036662381	1
135	135	118	0.0890694951811576	1
136	136	50	0.0372961118945298	1
137	137	136	0.0695978990851341	1
138	138	137	0.0298494653948749	1
139	139	138	0.0325296418352755	1
140	140	139	0.0693457577313403	1
141	141	140	0.111587007792506	1
142	142	141	0.104513545907977	1
143	143	142	0.0724029100407772	1
144	144	143	0.0572885284645933	1
145	145	144	0.0468225959693593	1
146	146	145	0.0956366417599083	1
147	147	146	0.0769411898558133	1
148	148	147	0.0780155393999602	1
149	149	148	0.108324072711664	1
